게시글번호,제목,닉네임,날짜,조회수,추천수
36355,이번주 토요일부터 강남역버스킹 하려고하는데...,홍곰,2017-08-31,78,0
36352,이태원버스킹장소좀알려주세요?[3],영식,2017-08-31,77,0
36339,안녕하세요. 버스킹에 대해 질문 몇가지 할께요.,신용현,2017-08-31,75,0
36309,수원/용인 버스킹 장소 추천,한원종,2017-08-30,94,0
0,?수원/용인 버스킹 장소 추천,따따루,2017-08-30,3,0
36304,큐브EX 2번채널 출력에 관한 궁금증,바람풍경소리,2017-08-30,160,0
0,?큐브EX 2번채널 출력에 관한 궁금증,노래하는전현성,2017-09-01,0,0
36223,여수 에서 버스킹 하시고계신분 !!?[5],두루마리휴지,2017-08-28,104,1
36196,혼자 버스킹?[4],퉤잇,2017-08-27,209,0
36192,안녕하세요.초보 버스커 팀 질문 올립니다.!★★★★★★★?[1],홍곰,2017-08-27,80,0
36161,질문이요,뮤직,2017-08-26,17,0
36140,음원 홍보 어떻게들 하세요?,jazzblue,2017-08-25,54,0
36096,안녕하세요?[1],뮤직,2017-08-24,12,0
36092,기타 연습 방법좀 부탁드립니다 ㅠ?[1],Timid,2017-08-24,119,0
0,?기타 연습 방법좀 부탁드립니다 ㅠ??,노래하는전현성,2017-08-24,0,0
36079,질문있습니다!?[2],져지제이,2017-08-23,42,0
36017,버스킹 춤 고민 고수님들 알려주세요,남자이니까,2017-08-21,32,0
35994,아이패드 추천 해주세요.,바람풍경소리,2017-08-20,24,0
35987,버스킹 입문장비 장소 추천부탁드립니다.?[12],청춘옴므,2017-08-20,212,0
35986,한강외에 허가받아야 공연할수있는장소가있나요?,유한락스,2017-08-20,105,0
35962,홍대 악기점 질문이요!!?[2],Tunes,2017-08-19,44,0
35922,커즈와일 KP110 써보신분 계신가요?,addio,2017-08-17,26,0
35921,한강버스킹 라이센스 어디서 신청하는지 아시나요??[4],100K,2017-08-17,192,0
35905,고수님들ㅜ답한번만 부탁 드리면 안될까요? 부탁드립니다,남자이니까,2017-08-16,158,0
0,?처음이에요ㅠ 답한번만 부탁 드리면 안될까요? 부탁드립니다?[1],제프밴드,2017-08-17,1,0
35852,항상 짐이많아서?[1],그밤,2017-08-14,103,0
35847,큐브스트리트 ex요!,제임스,2017-08-14,85,0
35802,버스킹의 구분짓는 용어가 있을까요?,jazzblue,2017-08-12,95,0
35760,고수님들 도와주세요!ㅠㅠ?[10],버스king,2017-08-10,196,0
35751,이번 한강여름몽땅축제 때 버스킹 할 만한 곳 있을까요??[1],붉은대지,2017-08-10,65,0
35704,버스킹 할 때 밴드처럼? 하시는 분들은?[1],이리온,2017-08-08,177,0
35682,버스킹 전기 공급 도와주실 분!! 고수님 찾습니다ㅜㅜ?[2],조꼬망,2017-08-07,259,0
35674,버스킹장비?[6],나무이야기,2017-08-07,136,0
35665,Laney audiohub freestyle 앰프 질문입니다,딘윈체스터,2017-08-07,28,0
35654,드디어 큐브스트리트Ex 를 샀는데 버린이(버스킹어린이) 도와주세요~??[15],홍곰,2017-08-06,245,0
35623,마이크 선택 고민됩니다.?[8],퓨어크림,2017-08-06,116,0
35617,버스킹 서울에서 부산갈때 장비가져가려면 ktx?고속버스??[6],훼미리,2017-08-05,102,0
35612,홍대놀이터는 그냥 아무대나 자리잡고?[1],배래,2017-08-04,247,0
35605,아 진짜 너무궁굼해 답답해 미치겟어요?[5],아빠다리 멀티 리더,2017-08-04,228,0
35594,버스킹으로 돈 벌 수 있나요??[12],이리온,2017-08-03,377,0
35584,버스킹할때 어디가 사람이 좀 많이 모이나요??[4],이리온,2017-08-03,175,0
35582,신촌버스킹 허가 맡아야하나여???[4],영식,2017-08-03,201,0
35577,버스킹 영상 뮤직캠으로 찍으시는 분!,비트를타고,2017-08-02,64,0
35572,버스킹 할 때 마이크?[6],유느,2017-08-02,120,0
35530,제주도갈때 김포공항이서 기타 어찌해요??,엄청갑부,2017-08-01,89,0
0,?제주도갈때 김포공항이서 기타 어찌해요??,꾸욱,2017-08-01,0,0
35499,해운대 해수욕장 밤 10시넘어서 공연 가능한가요??[4],바람이라,2017-07-30,187,0
35477,[[파워뱅크]] 관련질문좀 드립니다..!! 쓰시고 계시는분!!?[12],초롱초롱,2017-07-29,159,0
35354,"여러분들에게 질문하고 싶은게 있습니다,?[12]",초연함,2017-07-24,174,0
35330,어떻게 사람들을 모으시나요???[1],그밤,2017-07-23,180,0
35302,버스킹 세팅 문의합니다(큐브스트리트),tomo1103,2017-07-21,106,0
35294,피드백 서프레서에 관해?[3],gobus,2017-07-21,44,0
35268,앰프 질문?[2],bong,2017-07-20,81,0
35181,"엠프 큐브 , ex 차이가 확연한가요?[2]",missri,2017-07-17,228,0
35177,장비 질문이요!!?[5],이슬기,2017-07-17,81,0
35169,mr 버스킹을 생각하는중인데 여러분 생각이 궁금합니다.?[12],고음도사,2017-07-16,305,0
35165,수원 버스킹 장비대여 문의합니다.?[11],jhw8639,2017-07-16,80,0
35129,버스킹 용도 및 개인 마이크 추천좀 부탁드려요?[6],초연함,2017-07-14,148,0
35108,세종에서 버스킹해보신 분계신가요??[5],tomo1103,2017-07-13,49,0
35102,처음 버스킹 할때 어떻게 할지..조언부탁드려요?[7],짱군,2017-07-13,199,0
35094,전주 아중저수지에서 버스킹 혹은 공연하신분 계신가요??[1],서향,2017-07-13,53,0
35087,세종호수공원 버스킹이 유료라는데요?[14],tomo1103,2017-07-13,252,0
35071,카혼 마이킹이라는게 마이크 가져다 대는 건가요??[4],이리,2017-07-12,113,0
35030,1만원대 가격을 지불하고 버스킹을 한다면 버스커여러분은 공연할 것인가요???[9],Fetion,2017-07-11,376,1
34991,여름철 버스킹시 질문있어요?[8],노가리 최성운,2017-07-09,201,0
34953,버스킹을 시작하려고하는 청년입니다.?[4],타모,2017-07-08,224,0
34923,전주 버스킹 스팟 추천부탁드려요?[4],박진아입니다,2017-07-06,80,0
34793,혹시 경기도 안성이나 평택에 버스킹 하시는 분 계실까요??[1],노가리 최성운,2017-07-01,92,0
34760,저음역대가 강조된 마이크 있을까요~??[2],나는여자친구가없다,2017-06-30,92,0
34746,해운대나 광안리 버스킹 관련 질문사항입니다?[3],소울뮤직,2017-06-29,144,0
34743,마이크 추천쫌 해주세요!?[3],bong,2017-06-29,131,0
0,?마이크 추천쫌 해주세요!,노래하는해달,2017-06-29,0,0
34692,버스킹시 마이크 질문 드립니다 ^^?[5],sksmszk,2017-06-28,195,0
0,?버스킹시 마이크 질문 드립니다 ^^,개똥벌래,2017-06-28,0,0
34650,BA 330 앰프 사용해보신 분들께 질문 있습니다 !?[6],CaeL,2017-06-27,151,0
34579,디제이 버스킹?[3],DJ WooGI,2017-06-24,110,0
34549,버스킹플레이 스타게이트 다녀오신분 있나요??[1],박진아입니다,2017-06-22,125,0
34542,음악 진로상담 할만한 곳 없나요???[3],숭이,2017-06-22,143,0
34531,녹음을 하려는데 기타 사운드를 여러개 입히는 방법 아시나요??[4],yolo,2017-06-22,96,0
0,?녹음을 하려는데 기타 사운드를 여러개 입히는 방법 아시나요??[3],개똥벌래,2017-06-22,0,0
34524,버스킹 영상 찍으려고하는데..?[2],bong,2017-06-21,103,0
34498,팀멤버 구인글을 삭제 하시는 근거가 궁금해요..?[4],TeddyK,2017-06-20,295,0
34438,처음에 자작곡을 만드실때?[2],바아아람,2017-06-19,173,0
0,?처음에 자작곡을 만드실때,르포포,2017-06-19,0,0
0,?처음에 자작곡을 만드실때,Eric Lee,2017-06-20,0,0
0,?처음에 자작곡을 만드실때,이순간,2017-06-22,0,0
34381,야마하400i 질문입니다?[2],gobus,2017-06-17,74,0
34362,큐브스트리트ex질문이요?[8],서향,2017-06-16,201,0
34356,mr버스킹 블투스피커 조언구합니다~,잠들어있던나를깨워,2017-06-16,83,0
34328,"일산, 파주 쪽에서 버스킹 첫 시도를 해보려는 초보입니다!?[7]",dreamerr,2017-06-15,179,0
34316,1인 버스커 장비 어떻게 들고 다니세요??[11],백군,2017-06-14,255,1
34273,건반이 설치된 버스킹 장소는 없는지요ㅠ?[8],음악인,2017-06-13,140,0
34260,여의나루에서 공연하려면 허가 받아야되나요??[6],기타쟁이28,2017-06-13,184,0
34251,어쿠스틱 기타 + 큐브 사용하시는 분들 질문드립니다?[7],2영재,2017-06-13,128,0
34214,피아노 보다 기타 버스커가 많은 이유가?[24],파랑비,2017-06-11,280,0
34203,괜찮은 곡 있으신분 계시면 뮤직비디오를 만들어드릴려고 하는데 부산에 음악하는사람들이 가장 많은곳이 어딘가요??[6],코피,2017-06-10,67,0
34175,보컬여러분 인후스프레이 사용하시나요???[2],희덕이의음악인생,2017-06-10,104,0
34144,버스킹 왕초보 질문요~^^?[5],깔끔투자,2017-06-09,198,1
34128,큐브스트리트Ex 해외구매대행으로 샀는데?[8],애살,2017-06-08,203,0
34118,수원 엠프/마이크 대여 ㅠㅠ,Bㅏ삭,2017-06-08,52,0
34115,기타 버스킹이요?[5],주야,2017-06-08,137,0
34083,다들 행사공연은 어떤 경로로 듣고 참가하시게되나요~??[7],갠둔,2017-06-06,179,0
34079,큐브스트리트ex 레코딩에 대해서 질문드립니다.?[3],버덥,2017-06-06,134,0
34059,통기타를 닦을때는 어떤게 좋을까,gobus,2017-06-05,39,0
0,?통기타를 닦을때는 어떤게 좋을까,hyunkyucloud,2017-06-06,0,0
34041,파워뱅크 질문 입니다...?[6],개울,2017-06-05,145,0
34021,버스킹 하다가 친구 만드시는 분들도 있나요?,gobus,2017-06-04,184,0
0,?버스킹 하다가 친구 만드시는 분들도 있나요??[1],럭키가이,2017-06-04,0,0
34000,피켓은 주로 어떻게 만드시나요??[1],gobus,2017-06-03,56,0
33981,홍보? 인지도??[6],학교종이땡땡땡,2017-06-02,118,0
33972,낙원상가에서 엠프 구매해보신분있나요???[3],머숨,2017-06-02,103,0
33969,기타스트랩의 수명에 관해?[4],gobus,2017-06-02,39,0
33927,공연장의 야마하 스테이지파스 400i에 관해??[3],gobus,2017-06-01,127,0
33918,버스킹 장비?[2],배고프다아,2017-06-01,103,0
33903,등업..?[5],두둥사운드,2017-05-31,43,0
33844,앰프 질문입니다?[4],말리부한갑,2017-05-29,100,0
33827,큐브 ex 건전지 질문합니다..?[13],블루노트,2017-05-29,173,0
33822,홍대 버스킹 어떻게하세요??[1],티이군,2017-05-29,710,0
0,?홍대 버스킹 어떻게하세요??[1],Jimmy,2017-05-29,1,0
0,?홍대 버스킹 어떻게하세요??[2],머숨,2017-05-29,1,0
0,?홍대 버스킹 어떻게하세요?,happydelivery,2017-05-30,2,0
0,?홍대 버스킹 어떻게하세요?,두둥사운드,2017-05-30,1,0
33821,등업 하는법?[5],배고프다아,2017-05-29,29,0
33799,안녕하세요! 장비관련해서 질문이 있습니다..!?[7],가리,2017-05-28,74,0
33774,앰프에 꽂는 케이블도 좋은 브랜드가 있나요??[2],gobus,2017-05-27,101,0
33761,모노리스 앰프 사용중인데 제발 도와주세요 ㅠㅠ?[20],딩가딩가형,2017-05-27,175,0
33759,건반 한대로 신나는곡?[1],그밤,2017-05-27,78,0
33730,버스킹 장소 질문합니다.??[6],두둥사운드,2017-05-25,254,0
33669,롤랜드마이크로큐브gx 초보인데요 ㅜ?[6],gobus,2017-05-23,88,0
33659,mr제작사이트아시는분ㅜ?[2],크룽,2017-05-23,71,0
33636,1인 버스킹 장비 문의?[1],아이언맨,2017-05-22,146,0
33633,제주 버스킹 여행?[7],외사랑,2017-05-22,124,2
33628,큐브ex 이펙트조절 어떻게하고계신가요??[6],zirrit,2017-05-22,144,0
33575,댄스버스킹 장소 추천해주세요!!?[1],P민,2017-05-21,54,0
0,?댄스버스킹 장소 추천해주세요!!,happydelivery,2017-05-30,0,0
33555,충전밧데리?[1],테리기타,2017-05-20,50,0
33501,무선마이크 추천 좀 부탁드려요?[4],서향,2017-05-18,84,0
33423,버스킹관련질문이요!?[2],1hyerishin1,2017-05-15,149,0
0,?버스킹관련질문이요!,꾸욱,2017-05-16,0,0
33408,안녕하세요 이번에 새로 활동을 하게된 키스뮤직이라고 합니다.?[1],라인포,2017-05-15,77,0
33368,버스킹할때 스피커 구매하려하는데 정보좀주세요ㅠ?[6],더블치즈,2017-05-13,137,0
33321,큐브ex vs ba330 비교부탁드립니다!?[3],xodnals2,2017-05-11,149,0
33308,대전 연습실 추천요!!,숑숑,2017-05-11,149,0
0,?대전 연습실 추천요!!?[1],시리스,2017-05-11,0,0
33298,"앰프 30W, 50W 출력이?[3]",유느,2017-05-10,111,0
33159,대구에 버스킹하는분 있나요 ㅠㅠ,익퍼군,2017-05-06,62,0
33123,버스킹 하실때 노래 분위기 고려하시나요???[18],머숨,2017-05-04,316,0
33097,공연 시 믹서에서 나오는 출력을 핸드폰으로 녹음할 수 있을까요??[8],스폰서,2017-05-03,84,1
33075,7080노래 추천이요!?[9],ghdguarl,2017-05-02,625,0
0,?7080노래 추천이요!,도리도리아빠,2017-05-03,0,0
33045,큐브EX 소리 씹힘 현상 질문이요?[6],맥나잇,2017-05-01,155,0
33026,혹시 버스킹 단속?[11],그밤,2017-04-30,354,0
33017,여의도한강 허가! 도움 부탁드려요?[5],qkr547,2017-04-30,238,0
33015,한강버스킹!! 몇시간정도?[4],qkr547,2017-04-30,170,0
33012,마이크 추천 부탁드립니다.?[6],길냥이랑,2017-04-30,129,0
33007,도림천(대학동)에서 버스킹 하시는 분 계신가요??[5],박진아입니다,2017-04-29,77,0
32983,자작곡/기존곡 비율이요?[2],그밤,2017-04-28,94,0
32966,버스킹 장비 조합 고민입니다..,베이ther,2017-04-28,147,0
32958,대구 버스킹 장소 질문,송재욱입니다1,2017-04-28,44,0
32909,부천에서 같이 버스킹하실분,복수주민,2017-04-26,90,1
32894,서웅시 강동구 버스킹 많이 하시나요????[2],지미,2017-04-26,41,0
32893,풋스위치질문,테일러316,2017-04-26,45,0
0,?풋스위치질문,LeeSJ,2017-04-27,0,0
32890,뚝섬 한강공원 근처에 버스킹할만한 장소 혹시 어디어디 있을까요???[5],희덕이의음악인생,2017-04-26,111,0
32860,비오는 날 버스킹...?[3],달리 dalee,2017-04-25,161,1
0,?비오는 날 버스킹...,뮤즈zk,2017-04-25,0,0
32797,요즘 기타 카혼으로 할 수 있는것중 대세? 곡이 어떤게 있을까요?[4],기타쟁이28,2017-04-23,109,0
0,?요즘 기타 카혼으로 할 수 있는것중 대세? 곡이 어떤게 있을까요,꾸욱,2017-04-24,0,0
0,?요즘 기타 카혼으로 할 수 있는것중 대세? 곡이 어떤게 있을까요,뮤즈zk,2017-04-25,0,0
32786,연남동 공원?[4],melodyvocal1,2017-04-23,98,0
32761,홈레코딩 장비 추천좀해주세요!!,티이군,2017-04-22,54,0
0,?홈레코딩 장비 추천좀해주세요!!?[5],도리도리아빠,2017-04-23,0,0
32693,루프스테이션 질문이요!?[3],개똥벌래,2017-04-20,123,0
0,?루프스테이션 질문이요!,뮤즈zk,2017-04-21,0,0
32692,버스킹 시간당 소득?[1],개똥벌래,2017-04-20,301,0
0,?버스킹 시간당 소득,Mdirector,2017-04-21,0,0
32664,버스킹 시간대비 곡?[1],그밤,2017-04-19,154,0
0,?버스킹 시간대비 곡,뮤즈zk,2017-04-20,0,0
0,?버스킹 시간대비 곡,꾸욱,2017-04-24,0,0
32626,버스킹시 기타 리버브문의요?[4],람보다두두두두,2017-04-18,126,0
0,?버스킹시 기타 리버브문의요,뮤즈zk,2017-04-18,0,0
32598,통기타 픽업좀 추천해주세요!?[2],하얀깃털,2017-04-17,65,1
0,?통기타 픽업좀 추천해주세요!,뮤즈zk,2017-04-18,0,0
32593,보이스이펙트 추천해주세요 ~~?[10],도리도리아빠,2017-04-17,98,0
32562,버스킹 하실 때 장소허가 받고 하시나요?,티이군,2017-04-17,105,1
32476,서울에 드럼 치면서 버스킹할만한데있을까요??[1],날아올랄,2017-04-14,69,0
32446,혹시 큐브ex 두개 링크 하는법 아시는분??[3],조꼬망,2017-04-13,91,1
32429,큐브 ex 쓰다보면..,조꼬망,2017-04-13,128,0
0,?큐브 ex 쓰다보면..,뮤즈zk,2017-04-13,0,0
32417,큐브스트리트Ex?[10],조짱구,2017-04-12,166,0
0,?큐브스트리트Ex?[1],뮤즈zk,2017-04-12,0,0
32383,첫 버스킹(부산)?[1],로봇,2017-04-11,92,0
32362,어쿠스틱기타 이펙터 질문 드립니다 ~?[3],뮤즈zk,2017-04-11,54,0
32345,알려주시는 분에게.. 정말 큰 은혜갚겠습니다!?[11],지구여행합시다,2017-04-10,219,0
32342,버스킹 앰프??[7],매직팰리스,2017-04-10,154,0
0,?버스킹 앰프,뮤즈zk,2017-04-11,0,0
32305,앰프에 앉아서 공연해도 괜찮나요??[3],흑진주,2017-04-10,192,0
0,?앰프에 앉아서 공연해도 괜찮나요?,뮤즈zk,2017-04-10,0,0
32292,버스킹 할 때 악보 보고 해도 되나요??[14],기타쟁이28,2017-04-10,273,0
0,?버스킹 할 때 악보 보고 해도 되나요?,조꼬망,2017-04-10,0,0
0,?버스킹 할 때 악보 보고 해도 되나요?,도리도리아빠,2017-04-10,0,0
0,?버스킹 할 때 악보 보고 해도 되나요?,꾸욱,2017-04-10,0,0
0,?버스킹 할 때 악보 보고 해도 되나요?,뮤즈zk,2017-04-10,0,0
32276,롤랜드 큐브스트리트와 모노리스로드스타30 사이에서 고민중입니다?[5],기타쟁이28,2017-04-09,128,0
32255,큐브스트리트 스테레오 사용법 관련해서 질문 드립니다!?[7],Public Vox,2017-04-08,117,0
32195,버스킹 촬영 장비 질문드립니다!?[7],벜,2017-04-06,127,0
0,?버스킹 촬영 장비 질문드립니다!,도리도리아빠,2017-04-09,0,0
32186,혹시 전원을 건전지 말고 다른거 쓰시는분 계시나요?,Kiad01,2017-04-06,94,0
0,?혹시 전원을 건전지 말고 다른거 쓰시는분 계시나요?,뮤즈zk,2017-04-07,0,0
32162,깊은고민중이에요.. roland ac-33 vs 모노리스 Road Star 30?[8],지구여행합시다,2017-04-05,158,0
32150,베이스 엠프는 필수인가요???,맥나잇,2017-04-05,115,0
0,?베이스 엠프는 필수인가요????[1]??,블루노트,2017-04-09,2,0
0,?베이스 엠프는 필수인가요????[1],제리밴드,2017-04-14,1,0
32135,의정부/노원 근처에서 혹시 앰프 대여가능한 곳 있나요???[1],FRZ,2017-04-05,127,0
0,?의정부/노원 근처에서 혹시 앰프 대여가능한 곳 있나요??,제리밴드,2017-04-05,0,0
32129,버스킹 장소 추천좀?[2],지구여행합시다,2017-04-05,144,0
0,?버스킹 장소 추천좀?[1],뮤즈zk,2017-04-05,0,0
32107,앰프 중에서요 혹시,유느,2017-04-04,73,0
0,?앰프 중에서요 혹시,조꼬망,2017-04-04,0,0
0,?앰프 중에서요 혹시,뮤즈zk,2017-04-08,0,0
32099,버스킹 장소 질문 있습니다!!?[1],melodyvocal1,2017-04-04,199,0
0,?버스킹 장소 질문 있습니다!!,와우교,2017-04-04,0,0
32006,스마트 배터리 잘 아시는 분.?[1],조꼬망,2017-03-31,63,0
